,org,repo,ref,pageviews,unique_pageviews
1727,chrismedrela,2018-06-09-karierait,master,21,21
1728,data-8,textbook,gh-pages,21,21
1729,data-8,textbook,gh-pages,21,21
1730,data-8,textbook,gh-pages,21,21
1731,diana-hep,pyhf,master,21,21
1732,dnys1,swp,master,21,21
1733,edujtm,machine-learning-course,master,21,21
1734,elliewix,IS-452-Fall2018,master,21,21
1735,bonomib,mlTeachings,master,21,15
1736,eoscixyz,em_apps,master,21,19
1737,lotzerlab,freud-examples,master,21,21
1738,alfak,are-the-bots-really-fighting,master,21,21
1739,ingridbmason,Intro-to-Jupyter,master,21,21
1740,InsightSoftwareConsortium,itk-jupyter-widgets,master,21,21
1741,jovyan,jupyter-flight-simulator,master,21,19
1742,jupyter-widgets,ipyleaflet,0.9.0,21,21
1743,LittleBeannie,test,master,21,21
1744,maikia,ais_lfp,master,21,21
1745,nhejazi,sl3_lecture,master,21,18
1746,nteract,examples,master,21,21
1747,PGE383-HPC,live_lectures,master,21,21
1748,pratalytics,digital_marketing,master,21,21
1749,pravinrav,HKN-CS-Lab-JrEECSDay,master,21,21
1750,pschindler,q_tutorial,master,21,13
1751,pv-lab,bayesim,master,21,21
1752,QTB-HHU,dfba-ode-framework_ecoli-diauxie,master,21,21
1753,rdeane,MeqSilhouette_demos,master,21,20
1754,reproducible-notebooks,ERDDAP_glider_search,master,21,21
1755,restrepo,algebra,master,21,21
1756,rjovelin,PlotDemo,master,21,21
1757,sammonspm,vu-aglomarket,master,21,21
1758,sasa-buklijas,coin_toss,master,21,20
1759,sbl-sdsc,mmtf-genomics,master,21,21
1760,sharpsss,t1_stats,master,21,21
1761,simonsfoundation,Th17_TRN_Networks,master,21,17
1762,sjoerddehaan,ml-course-2018,master,21,19
1763,sjoerddehaan,ml-course-2018,master,21,19
1764,soltaniehha,Sample-R-and-Python-notebooks-with-binder,master,21,21
1765,thePortus,asc-analysis,master,21,21
1766,turketwh,CSC341,master,21,21
1767,UCSB-PSTAT-134-234,Spring-2018,master,21,15
1768,ValRCS,RCS_Python,master,21,21
1769,WamdamProject,WaMDaM_JupyteNotebooks,master,21,21
1770,4QuantOSS,mayavi_notebooks,master,20,8
1771,4QuantOSS,scijava-jupyter-kernel,master,20,20
1772,AlexandraVolochova,PythonHSE,master,20,20
1773,allendowney,thinkdsp,master,20,17
1774,bhugueney,binder-test,master,20,20
1775,binder-examples,python2_with_3,master,20,19
1776,Calysto,calysto_scheme,master,20,20
1777,cdgreenidge,leabra7,fix-docs,20,20
1778,CEDRICHK,2016-mybinder-irkernel,master,20,20
1779,chestrays,jupyanno,master,20,20
1780,dagwallers,langdetect,master,20,20
1781,danielskatz,repro-fdtd1d,master,20,20
1782,data-8,textbook,gh-pages,20,20
1783,deathbeds,rites,master,20,8
1784,DistrictDataLabs,yellowbrick,develop,20,20
1785,djychang,test,master,20,20
1786,ds-modules,ECON-101B,master,20,20
1787,dshulchevskii,risksutils,master,20,19
1788,eleanortutt,codeforpgh-20180613,master,20,20
1789,epirecipes,epicookbook,master,20,20
1790,faviobol,MQSS2018,master,20,20
1791,focaldata,public_temporary,master,20,20
1792,fomightez,intermine-binder,master,20,14
1793,fumitoh,simplelife-demo,master,20,20
1794,fvanden,makeMaps.git,master,20,20
1795,aelvaroquaux,interpreting_ml_tuto,master,20,20
1796,eopandas,geopandas,master,20,17
1797,lennparham,Pathways-Seminar,master,20,15
1798,pagliuca,pyfas,master,20,18
1799,arperic,freud-examples,master,20,19
1800,Holminer,AOL,master,20,20
1801,imagejan,image-processing-courses,unifr,20,13
1802,ioam,holoviews,master,20,20
1803,jasonxzhou,Jr-EECS-Day-Python,master,20,20
1804,JeremyPike,notebook-tests,master,20,20
1805,kwb-r,aquanes.report,master,20,20
1806,Kyrie1218,r,master,20,20
1807,lorecchia,convex,master,20,16
1808,MarianaJBr,Fisica-I-Praxis,master,20,20
1809,marwahaha,rubik,master,20,20
1810,matheusmota,jupyterlab_voyager,patch-1,20,20
1811,nataly-nicole,electromagnetismo_ubb,master,20,11
1812,nteract,examples,master,20,20
1814,oekosheri,GB_code,master,20,20
1815,oyramn,NHANES-FAIR,master,20,20
1816,paob,pyexam-before-finals,master,20,20
1817,pdebuyl,fosdemx_2018_numpy,master,20,20
1818,renanxcortes,stars_bqplot,master,20,20
1819,reproducible-notebooks,ERDDAP_timeseries_explorer,appmode,20,20
1820,ricedatasci,datascience-track-hackrice8.git,master,20,20
1821,rsulli55,ClassMaterials,master,20,20
1822,ryanlovett,gitpullapp,master,20,20
1823,shapelets,khiva-use-cases,master,20,20
1824,sjoerddehaan,ml-course-2018,master,20,19
1825,soft-matter,trackpy-examples,master,20,18
1826,sul-cidr,dh2018-word-vector-workshops,master,20,20
1827,tpoisot,ScientificComputingForTheRestOfUs,master,20,18
1828,tritemio,euroscipy2018_python_optimization,master,20,20
1829,tylere,agu2017,master,20,20
1830,ijaym123,gwc-ml,master,20,20
1833,aforechi,ifes-cpp,master,19,19
1834,ageron,handson-ml,master,19,19
1835,amabdallah,Reproducibility_Notebooks,master,19,19
1836,amitkaps,hackermath,master,19,18
1837,astropy,astropy-tutorials,master,19,19
1838,BharathiManoharan,Bioinformatics_Midtermproject,master,19,19
1839,binder-examples,octave,master,19,19
1840,boazbk,nandnotebooks,master,19,19
1841,brian-team,brian2-binder,master,19,18
1842,choldgraf,paper-encoding_decoding_electrophysiology,master,19,19
1843,Codyvanzandt,TheSorcerersCode,master,19,19
1844,csc448spring18,lab-5-team-4,master,19,19
1845,data-8,nbgitpuller,master,19,19
1846,data-8,textbook,gh-pages,19,19
1847,DevonMorris,LearnYouAHaskell,master,19,19
1848,dongchenzou,binder_examples.git,master,19,19
1849,ennsk,phenoRemote,master,19,19
1850,euler271,infosys18,master,19,19
1851,fangohr,finmag,master,19,10
1852,GanonKuppa,trajectory_maker,master,19,19
1853,facciol,IS18,master,19,19
1854,GLAM-Workbench,te-papa-api,master,19,19
1855,Goodly,LTD,master,19,17
1856,rahamulator,pytuts,master,19,19
1857,isted,PCATutorialPython,master,19,19
1858,InsightSoftwareConsortium,itk-jupyter-widgets,master,19,19
1859,ioam,holoviews-contrib,master,19,19
1860,jhmarcus,coalescent-lab,master,19,19
1861,ljuba95,ml-project.git,master,19,19
1862,lorraine2,csc411_fall2018_tutorials,master,19,19
1863,luizsfer,ficpython,master,19,19
1864,lynx-fd,course-project,master,19,19
1865,nkbds,track1,master,19,19
1866,nlp-pucrs,prescription-outliers,master,19,18
1867,oscar-system,OSCARBinder,master,19,19
1868,pacm,encoding-cat-vars-in-practice,master,19,19
1869,PGE383-HPC,live_lectures,master,19,19
1870,PGE383-HPC,live_lectures,master,19,19
1871,pjohno,MATH60082,master,19,19
1872,QuantStack,xleaflet,stable,19,19
1873,reproducible-notebooks,ERDDAP_timeseries_explorer,app-mode,19,19
1874,reproducible-notebooks,OBIS_and_R,master,19,19
1875,Reproducible-Science-Curriculum,data-exploration-RR-Jupyter,gh-pages,19,19
1876,SaitoTsutomu,OptForPuzzle,master,19,14
1877,sbl-sdsc,mmtf-genomics,master,19,19
1878,simpeg,simpegEM1D,master,19,19
1879,slbucur,python_course.git,master,19,19
1880,spatialaudio,nbsphinx,0.3.3,19,19
1881,synw,django-chartflo-notebooks,master,19,19
1882,treahMista,Coords.git,master,19,19
1883,waciumawanjohi,jupyter4gwc.git,master,19,19
1884,WamdamProject,WaMDaM_JupyteNotebooks,master,19,19
1885,WPRDC,api-training,master,19,19
1886,wtadler,notebooks,master,19,19
1887,yeatmanlab,AFQ-Browser-MSexample,gh-pages,19,16
1888,aforechi,ifes-alg-2018.git,master,18,18
1889,agile-geoscience,notebooks,master,18,18
1890,andyxgw,MSE,master,18,18
1891,bardeli,vfde_programming_exercise,master,18,18
1892,bdestombe,python-dts-calibration.git,master,18,18
1893,betatim,appmode,bindering,18,18
1894,binder-examples,jupyterlab,master,18,17
1895,bjmorgan,python_in_chemistry,master,18,18
1896,bluehood,cppyy_tutorial,master,18,18
1897,brian-team,brian2-binder,master,18,18
1898,bwohlberg,sporco-notebooks,master,18,18
1899,cacheme,curso-python-datos,master,18,18
1900,cacheme,stochastic-optimization,master,18,18
1901,callysto,callysto-sample-notebooks,master,18,18
1902,chestrays,jupyanno,standard-appmode,18,18
1903,cms-opendata-education,HST-2018,master,18,18
1904,cranmer,ligo-binder,master,18,16
1905,CyrilleBonamy,notebook_opendata,master,18,18
1906,data-8,textbook,gh-pages,18,18
1907,data-8,textbook,gh-pages,18,17
1908,drorata,abtest,master,18,18
1909,Emaasit,learning-pymc3,master,18,18
1910,faibiofsf,jupyter_comp_evo,master,18,14
1911,fluiddyn,fluidsim,master,18,18
1912,fomightez,jupyter-rise,master,18,18
1913,Freevolity,freevolity,master,18,18
1914,wastro,gwapps,master,18,18
1915,cchengithub,fundamentals-of-neural-networks,master,18,18
1916,eitzmann,python_data_intro,master,18,18
1917,Holminer,AOL,master,18,18
1918,iskreng,NIR-sky-plot,master,18,18
1919,jakevdp,jakevdp.github.io-source,master,18,18
1920,jckantor,Ball-and-Beam,master,18,18
1921,jpgill86,git-demo,master,18,18
1922,jtpio,pixijs-jupyter,pydata-berlin,18,18
1923,kamalsaleh,CddInterface,master,18,18
1924,korsbo,SystemsBiologyTutorial.jl.git,master,18,18
1925,laurentperrinet,2018-03-26_cours-NeuroComp_FEP,master,18,11
1926,LeMasters,Jupyter_Tutyr,master,18,13
1927,LucaHermes,PiezoAntenna,notebook,18,18
1928,maciekszul,mne-binder,master,18,18
1929,MAE207-BioinspiredMobileRobotics,L02-MathIntroAndJumping,master,18,16
1930,martindurant,intake-release-blog,master,18,18
1931,matplotlib,jupyter-matplotlib,master,18,18
1932,MatsGustavsson,finance-jupyter,master,18,18
1933,mbmilligan,nbnovnc-demo,master,18,18
1934,Mognar,big-search,master,18,18
1935,MQCOMP257,practicals-2018,master,18,18
1936,MridulS,pydata-networkx,master,18,18
1937,nickduran,align-linguistic-alignment,master,18,16
1938,o-date,open-context-jupyter,master,18,18
1939,ocefpaf,2018-SciPy-talk,gh-pages,18,18
1940,openclimatedata,notebooks,master,18,18
1941,palVJ,my-first-binder,master,18,18
1942,pedritomelenas,dot-numericalsgps,master,18,18
1943,qianhongYe,SentimentAnalyzer,master,18,10
1944,qianhongYe,WikiSentiFlow,master,18,18
1945,remilehe,thw_keras_introduction,master,18,18
1946,rs2,pydata2018-binderhub,master,18,18
1947,SamuelWiqvist,introlikelihoodfree,master,18,18
1948,satra,shbt-datavis,master,18,18
1949,ScienceParkStudyGroup,studyGroup,gh-pages,18,18
1950,sequenceanalysis,sequenceanalysis.github.io,master,18,18
1951,shapelets,khiva-use-cases,master,18,18
1952,SIMEXP,si_parcellation_segmentation,0.5,18,18
1953,steffenschumann,AMjupyter.git,master,18,18
1954,stratisMarkou,jupyter_tests,master,18,18
1955,tishamentnech,2018-reproducible-science,master,18,18
1956,TRIQS,docker,unstable,18,18
1957,waltherg,notebooks,master,18,18
1958,yaspat,MyJupyterNotebooks,master,18,13
1959,Yoonsen,NB_Python_API,master,18,18
1960,4QuantOSS,FastPhotoStyle,master,17,17
1961,AdamErck,python,master,17,17
1962,aforech,ifes-cpp,master,17,13
1963,AlasdairGray,SemSci2018,master,17,17
1964,allisons,jupyter_example,master,17,17
1965,astropy,astropy-tutorials,master,17,17
1966,boazkat,TestBinder,master,17,17
1967,BryanBaird,practice-python,master,17,17
1968,callysto,Shorts,master,17,17
1969,carlosasj,gauss-jordan,master,17,17
1970,carreau,geonotebook,master,17,17
1971,catolicasc-datascience,notebooks-ml,master,17,17
1972,coaxlab,radd,master,17,17
1973,computationalmodelling,fidimag,master,17,15
1974,consideratio,stencils,master,17,12
1975,cvisger,Bio100_data_sampling,master,17,17
1976,DanWebster,crispr_screen_sgRNAs.git,master,17,17
1977,data-8,textbook,gh-pages,17,17
1978,data-8,textbook,gh-pages,17,17
1979,dibartneck,HST-2018,master,17,17
1980,drvinceknight,Python-Mathematics-Handbook,master,17,17
1981,Emaasit,data-science-culture,master,17,14
1982,ericECmorlaix,mesBN,master,17,17
1983,bonomib,mlTeachings,master,17,17
1984,GenericMappingTools,gmt6demo,master,17,16
1985,Geo-Python,2018,master,17,17
1986,ertingold,euroscipy-numpy-tutorial,master,17,17
1987,alib-bello,myK3D-jupyter,master,17,17
1988,wang051785,pyCPT,master,17,17
1989,imagejan,image-processing-courses,fmi,17,16
1990,INCF,pybids,master,17,17
1991,itu-qsp,2018-fall-materials,master,17,17
1992,Jammnie,mnist_test.git,master,17,17
1993,jckantor,Siemens-Star,master,17,17
1994,jmportilla,Complete-Python-Bootcamp,master,17,17
1995,jstac,tinbergen_mini_course.git,master,17,17
1996,jupyter-incubator,showcase,master,17,16
1997,jupyter-widgets,ipyleaflet,0.8.1,17,17
1998,kmader,DIGITS,master,17,17
1999,Lefebvrelab,ShapingBrainRhythms,master,17,17
2000,leukgen,binderscience,master,17,12
2001,lkuper,composition.al-notebooks,master,17,17
2002,mabarbour,Lanphere_Experiments,master,17,17
2003,MichielStock,SelectedTopicsOptimization,master,17,16
2004,ml4ai,delphi,master,17,17
2005,mlund,particletracking,master,17,17
2006,ngs-docs,2017-davis-ggg201a-day1,master,17,17
2007,ocefpaf,2018-SciPy-talk,gh-pages,17,17
2008,ooi-data-review,ooi_datateam_notebooks,master,17,17
2009,optiver,data-course,master,17,17
2010,parmentelat,nbautoeval,master,17,17
2011,pbstark,CORLA18,master,17,16
2012,pedritomelenas,francy-monoids,master,17,17
2013,philschulz,VITutorial,master,17,17
2014,pibion,magnetic_field_calculations,master,17,17
2015,pnavaro,finistR2018,master,17,17
2016,QuantStack,xplot,0.7.0,17,17
2018,rajeshrinet,pystokes,master,17,17
2019,raybellwaves,rot-eof-dev,master,17,17
2020,raybellwaves,SSElFaro,master,17,17
2021,RemiLehe,warp_example,master,17,9
2022,rocker-org,binder,master,17,17
2023,ryanprosser13,Ryan-Jupyter-Notebooks,master,17,11
2024,sebastiansoffici,dashboard,master,17,17
2025,shportnoy,oximetry_calculator,master,17,17
2026,sphinx-gallery,sphinx-gallery.github.io,master,17,17
2027,stefanv,imagexd_scientific_python,master,17,17
2028,talkpython,100daysofcode-with-python-course.git,master,17,17
2029,TaranovK,card-trick-assets,master,17,17
2030,ThomasKhieu,Jupyter,master,17,17
2031,tlbbd-spring2018,lab_01,master,17,15
2032,TomoyukiAota,stack_exchange_personalized_prediction_data,master,17,17
2033,umontreal-simul,latnetbuilder,master,17,17
2034,aibhavsagar,ihaskell-mybinder,master,17,12
2035,widdowquinn,Notebooks-Bioinformatics,master,17,17
2036,wochristian,JupyterExamples.git,master,17,17
2037,yaspat,MyJupyterNotebooks,master,17,14
2039,4Quant,digits-docker-binder,master,16,16
2040,4QuantOSS,Augmentor,master,16,15
2041,AbeerMM,sn-rna-analysis,master,16,16
2042,abisee,movie-recommender,master,16,15
2043,agile-geoscience,notebooks,master,16,16
2044,Aitorpg,Visualization-of-Classical-and-Quantum-Scattering,master,16,16
2045,anofox,m3_konferenz,master,16,16
2046,arash-ash,nipype_tutorial,master,16,16
2047,ASamarkRoth,gammalab_analysis,master,16,15
2048,bentut,bdac-grad,master,16,16
2049,bitranox,wrapt-timeout-decorator,master,16,16
2050,catolicasc-joinville,lp1-notebooks,master,16,16
2051,cda34,python-basis,master,16,16
2052,cdgreenidge,leabra7,fix-docs,16,16
2053,cds-astro,astroquery.cds,master,16,16
2054,compstat-lmu,rcourses_notebook_preprocessing,master,16,16
2055,csadorf,pydata-ann-arbor-2018,master,16,16
2056,daniel-ufabc,ipycourse,master,16,16
2057,data-8,textbook,gh-pages,16,16
2058,data-8,textbook,gh-pages,16,16
2059,davidmeunier,Terminale-S,master,16,16
2060,dexgen,backdrop,master,16,16
2061,DiODeProject,MuMoT,binder-compat,16,16
2062,drvinceknight,gt,master,16,16
2063,ds-modules,SOC-130AC,master,16,16
2064,eika123,progmod,master,16,16
2065,Eldinnie,python-modellen,master,16,15
2066,emehrkay,Pypher,master,16,16
2067,eotp,workshop-data-science-CODE,master,16,12
2068,erou,Nemo-embeddings-demo,master,16,16
2069,estimand,python-programming-101,master,16,13
2070,flatironinstitute,ILCnetworks,master,16,16
2071,florian-wagner,ert_demo,master,16,16
2072,FlorianWilhelm,gps_data_with_python,master,16,16
2073,aelvaroquaux,interpreting_ml_tuto,master,16,16
2074,GeophysicsLibrary,gravity-case-studies,master,16,16
2075,erman3d,RussianElections2018,master,16,16
2076,ibiansky,IHaskell,4cd40d186c800b3360761e312d8e9ddacc83c994,16,13
2077,Goschjann,mrk_dl_showcase,master,16,16
2078,tarabat,differential_privacy.git,master,16,16
2079,ashemelezabi,phys14n-project,master,16,16
2080,ibm-et,jupyter-samples,master,16,16
2081,IntelRealSense,librealsense,jupyter,16,16
2082,jankoslavic,pypinm,master,16,16
2083,JeremyPike,RSMLM-tutorials,master,16,16
2084,JiaweiZhuang,GEOSChem-python-tutorial,master,16,16
2085,jimparr19,pydata2018,master,16,16
2086,jmportilla,Python-for-Algorithms--Data-Structures--and-Interviews,master,16,16
2087,josephofiowa,data-science-intro-credit-data,master,16,16
2088,kenzieacademy,python-notebooks,master,16,16
2089,kmader,quantitative-big-imaging-2018,master,16,16
2090,larray-project,larray,0.28,16,11
2091,laurentperrinet,2018-03-26_cours-NeuroComp_FEP,master,16,7
2092,marcocaggioni,microrheology-test,master,16,16
2093,mfrellum,jupyter-extension,master,16,10
2094,MIDS-INFO-W18,Drills,master,16,16
2095,mosdef-hub,mosdef_tutorials,master,16,16
2096,MotivatedMemoryLab,biacpype,master,16,16
2097,mpbeu,Intro,master,16,16
2098,ngs-docs,2016-short-read-trimming,master,16,16
2099,nomcomm,cas992,master,16,14
2100,nteract,examples,master,16,16
2101,nteract,vdom,master,16,15
2102,o-date,notebooks-archdata,master,16,16
2103,oroszl,nodalloopsemimetal,master,16,9
2104,oxpeter,library_bioinformatics_service,master,16,10
2105,pachocamacho1990,MetNum_Py,master,16,16
2106,PetrolBot,mini-course,master,16,16
2107,PGE383-HPC,live_lectures,master,16,16
2108,pjohno,MATH60082,master,16,16
2109,productml,blurr,master,16,16
2110,pyiron,examples.git,master,16,16
2111,qmisr,mis492,master,16,15
2112,QuantStack,xtensor,0.11.1,16,16
2113,randomlec,modellec,master,16,16
2114,reisneran,reisneran,master,16,16
2115,ryanlovett,nbnovnc,master,16,15
2116,santanche,lab2learn,master,16,16
2117,SciTools,cartopy-tutorial,master,16,16
2118,simonsterj,PHN-23-5-18,master,16,16
2119,sjoerddehaan,ml-course-2018,master,16,15
2120,sphinx-gallery,sphinx-gallery.github.io,master,16,16
2121,srieazrina,test,master,16,5
2122,terna,SLAPP3,master,16,13
2123,iettrung9012,python-codeacademy-sg,master,16,16
2124,wagneraustin,MachineLearningTEST,master,16,16
2125,will-cern,TRooFit-binder,master,16,16
2126,wtadler,notebooks,master,16,16
2129,agriff86,karstolution,master,15,15
2130,Alex-Momotov,1.-Web-Scraping,master,15,15
2131,amatma,JupyterSigplot,master,15,15
2132,angelaambroz,2018_03_pyladies,master,15,13
2133,arm61,pylj,master,15,15
2134,betatim,openrefineder,master,15,15
2135,biancabmaske,sifapsc,master,15,15
2136,Blaidd1Drwg,-CSIT110,master,15,14
2137,brian-team,brian2-binder,master,15,15
2138,brian-team,brian2-binder,master,15,15
2139,brian-team,brian2-binder,master,15,13
2140,brian-team,brian2-binder,master,15,15
2141,carlvitzthum,requirements,master,15,10
2142,ceholden,open-geo-tutorial,master,15,15
2143,consideratio,jupyter-se-math,master,15,12
2144,cudmore,PyMapManager,master,15,6
2145,DanOlds,Demo_Notebooks,master,15,15
2146,das-g,comprehensions-talk,master,15,14
2147,data-8,materials-fa17,master,15,15
2148,data-8,textbook,gh-pages,15,15
2149,data-8,textbook,gh-pages,15,14
2150,djsegal,tetris-binder,master,15,12
2151,dmadeka,plot_examples,master,15,15
2152,dnicolasespinoza,GeomechanicsJupyter,master,15,15
2153,E-Cole-I,Clustering-in-Python,master,15,15
2154,ebenmichael,sap-demo,master,15,12
2155,ecervera,GA,master,15,8
2156,econ-ark,DemARK,master,15,15
2157,epifanio,geosciences-250279,master,15,15
2158,fomightez,mocpy,master,15,7
2159,franksalas,datacamp,master,15,15
2160,ibiansky,IHaskell,7a41fa209d071cf7ff7c4e63dbc9f584006efb0d,15,15
2161,itesei,Polymer-Lab,master,15,15
2162,regcaporaso,built-iab-test,master,15,15
2163,schivley,python-data-analysis-class,master,15,15
2164,win-zegal,interp,master,15,15
2165,ancjozef,TestingBinder,master,15,15
2166,cchengithub,peforth,master,15,15
2167,InsightSoftwareConsortium,itk-jupyter-widgets,master,15,15
2168,IntelRealSense,librealsense,jupyter,15,15
2169,jaimevalero,python-machine-learning-book-2nd-edition,master,15,15
2170,jamesmyatt,jupyter-demo,master,15,15
2171,jamontanac,Metodos_Computacionales_Andes,master,15,15
2172,jenfly,jupyter-quickstart,master,15,15
2173,JeremyPike,RSMLM-tutorials,master,15,15
